Authors,Source,Title,Year,Martensite Start Temperature - MS - (°C),Austenite Start Temperature - AS - (°C),Ni (at.%),composition,Ti (at.%),Cu (at.%)
S. H. Kang; S. G. Hur; H. W. Lee and T. H. Nam,Metals and Materials,Microstructures and transformation behavior of Ti-Ni-Cu shape memory alloy powders fabricated by ball milling method,2000.0,43.0,35.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
W. Tang; R. Sandstrom; Z. G. Wei and S. Miyazaki,Metallurgical and Materials Transactions A,Experimental investigation and thermodynamic calculation of the Ti-Ni-Cu shape memory alloys,2000.0,43.0,49.0,42.0,Ni42.0Ti50.0Cu8.0 %,50.0,8.0
C. J. d. Araújo; C. H. Gonzalez; M. Morin and G. Guénin,Materials ReseVARh,Influence of the mechanical loading history on the stress assisted two way memory effect in a Ti-Ni-Cu alloy,2001.0,43.0,66.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
T. Matsunaga; S. Kajiwara; K. Ogawa; T. Kikuchi and S. Miyazaki,Acta Materialia,Internal structures and shape memory properties of sputter-deposited thin films of a Ti–Ni–Cu alloy,2001.0,43.0,57.0,43.0,Ni43.0Ti50.8Cu6.2 %,50.8,6.2
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,43.0,50.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Nespoli and S. Besseghini,Journal of Thermal Analysis and Calorimetry,A complete thermo-mechanical study of a NiTiCu shape memory alloy wire,2010.0,43.0,51.0,43.49,Ni43.49Ti51.2Cu5.31 %,51.2,5.31
Y. Furuya; M. Matsumoto; H. S. Kimura and T. Masumoto,Materials Science and Engineering: A,Thermoelastic phase transformation of Melt Spun Ti50Ni50−xCux (x = 0–20 at.%) ribbons,1991.0,42.0,44.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Effect of thermo-mechanical treatment on shape memory characteristics in a Ti-40Ni-10Cu (at%) alloy,1991.0,42.0,29.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
Y. Shugo; T. Shimizu; K. Morii; T. Yamada and K. Kusaka,International Conference on Martensitic Transformations,Effects of Heat Treatment and Thermal Cycle on Helical Spring Properties in NiTiCu Alloy,1992.0,42.0,48.0,42.8,Ni42.8Ti50.2Cu7.0 %,50.2,7.0
T. Fukuda; T. Saburi; T. Chihara and Y. Tsuzuki,Materials Transactions,Mechanism of B2-B19-B19′ Transformation in Shape Memory Ti–Ni–Cu Alloys,1995.0,42.0,38.0,45.5,Ni45.5Ti49.5Cu5.0 %,49.5,5.0
C. J. Araujo; M. Morin and G. Guénin,Materials Science and Engineering: A,Electro-thermomechanical behaviour of a Ti-45.0Ni-5.0Cu (at.%) alloy during shape memory cycling,1999.0,42.0,62.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,42.0,-16.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
S. Besseghini; T. Ranucci and G. Airoldi,Journal de Physique IV,Anomalies in the pseudoelastic effect of a Ni45Ti50Cu5 shape memory alloy,2001.0,42.0,55.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
A. Rotini; A. Biscarini; R. Campanella; B. Coluzzi; G. Mazzolai and F. M. Mazzolai,Scripta Materialia,Martensitic transition in a Ni40Ti50Cu10 alloy containing hydrogen: calorimetric (DSC) and mechanical spectroscopy experiments,2001.0,42.0,37.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
F. M. Mazzolai; A. Biscarini; R. Campanella; B. Coluzzi; G. Mazzolai; A. Rotini and A. Tuissi,Acta Materialia,Internal friction spectra of the Ni40Ti50Cu10 shape memory alloy charged with hydrogen,2003.0,42.0,37.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
V. Saravanan; A. Khantachawana and S. Miyazaki,Materials Transactions,Texture analysis and properties of rapidly solidified Ti52Ni38Cu10 shape memory alloy,2004.0,42.0,53.0,38.0,Ni38.0Ti52.0Cu10.0 %,52.0,10.0
S. P. Belyaev; V. V. Istomin-Kastrovskiy; V. V. Koledov; D. S. Kuchin; N. N. Resnina; V. G. Shavrov; A. V. Shelyakov and S. E. Ivanov,Physics Procedia,The structure and functional properties of alloy rapidly quenched ribbons with different fractions of crystalline phase,2010.0,42.0,43.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
K.-N. Lin and S.-K. Wu,Intermetallics,Multi-stage transformation in annealed Ni-rich Ti49Ni41Cu10 shape memory alloy,2010.0,42.0,42.0,41.0,Ni41.0Ti49.0Cu10.0 %,49.0,10.0
R. Zarnetta; M. Ehmann; A. Savan and A. Ludwig,Smart Materials and Structures,Identification of optimized Ti–Ni–Cu shape memory alloy compositions for high-frequency thin film microactuator applications,2010.0,42.0,23.0,37.5,Ni37.5Ti43.0Cu19.5 %,43.0,19.5
A. Fabregat-Sanjuan; F. Ferrando and S. De la Flor,Materials Today,Influence of Heat Treatment on Internal Friction Spectrum in NiTiCu Shape Memory Alloy,2015.0,42.0,54.0,44.6,Ni44.6Ti50.4Cu5.0 %,50.4,5.0
T. H. Nam; T. Saburi; Y. Kawamura; K. Shimizu; rsquo and ichi,Materials Transactions,Shape Memory Characteristics Associated with the B2-B19 and B19-B19 Transformations in a Ti-40Ni-10Cu (at.%) Alloy,1990.0,41.0,49.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
T. H. Nam; T. Saburi; Y. Kawamura; K. Shimizu; rsquo and ichi,Materials Transactions,Shape Memory Characteristics Associated with the B2-B19 and B19-B19 Transformations in a Ti-40Ni-10Cu (at.%) Alloy,1990.0,41.0,37.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Cu-Content Dependence of Shape Memory Characteristics in Ti-Ni-Cu Alloys,1990.0,41.0,33.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
Y. Furuya; M. Matsumoto; H. S. Kimura and T. Masumoto,Materials Science and Engineering: A,Thermoelastic phase transformation of Melt Spun Ti50Ni50−xCux (x = 0–20 at.%) ribbons,1991.0,41.0,42.0,37.0,Ni37.0Ti50.0Cu13.0 %,50.0,13.0
K. Tsuji and K. Nomura,Journal of Materials Science,Effects of Ni-Ti-Cu alloy composition and heat treatment temperature after cold working on phase transformation characteristics,1992.0,41.0,49.0,44.2,Ni44.2Ti49.7Cu6.1 %,49.7,6.1
K. Tsuji and K. Nomura,Journal of Materials Science,Effects of Ni-Ti-Cu alloy composition and heat treatment temperature after cold working on phase transformation characteristics,1992.0,41.0,44.0,42.5,Ni42.5Ti49.9Cu7.6 %,49.9,7.6
B. Strnadel; S. Ohashi; H. Ohtsuka; T. Ishihara and S. Miyazaki,Materials Science and Engineering: A,Cyclic stress-strain characteristics of TiNi and TiNiCu shape memory alloys,1995.0,41.0,53.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
C. Araujo; M. Morin and G. Guénin,Journal de Physique IV,Fatigue behavior of Ti-Ni-Cu thin wires SME,1997.0,41.0,59.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
L. Omodei; G. Gomarasca and G. Airoldi,Journal de Physique IV,The effect of prestrain on stress assisted two way shape memory effect in a Ni45Ti50Cu5 alloy,2001.0,41.0,52.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
I. Yoshida; D. Monma; K. Iino; K. Otsuka; M. Asai and H. Tsuzuki,Journal of Alloys and Compounds,Damping properties of Ti50Ni50−xCux alloys utilizing martensitic transformation,2003.0,41.0,-16.0,42.0,Ni42.0Ti50.0Cu8.0 %,50.0,8.0
T. Goryczka and P. Ochin,Materials Science and Engineering: A,Microstructure; texture and shape memory effect in Ni 25 Ti 50 Cu 25 ribbons and strips,2006.0,41.0,30.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S. P. Belyaev; V. V. Istomin-Kastrovskiy; V. V. Koledov; D. S. Kuchin; N. N. Resnina; V. G. Shavrov; A. V. Shelyakov and S. E. Ivanov,Physics Procedia,The structure and functional properties of alloy rapidly quenched ribbons with different fractions of crystalline phase,2010.0,41.0,40.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. Nespoli and S. Besseghini,Journal of Thermal Analysis and Calorimetry,A complete thermo-mechanical study of a NiTiCu shape memory alloy wire,2010.0,41.0,58.0,43.49,Ni43.49Ti51.2Cu5.31 %,51.2,5.31
A. Nespoli and S. Besseghini,Journal of Thermal Analysis and Calorimetry,A complete thermo-mechanical study of a NiTiCu shape memory alloy wire,2010.0,41.0,49.0,43.49,Ni43.49Ti51.2Cu5.31 %,51.2,5.31
R. Zarnetta; M. Ehmann; A. Savan and A. Ludwig,Smart Materials and Structures,Identification of optimized Ti–Ni–Cu shape memory alloy compositions for high-frequency thin film microactuator applications,2010.0,41.0,23.0,37.5,Ni37.5Ti44.5Cu18.0 %,44.5,18.0
R. Zarnetta; M. Ehmann; A. Savan and A. Ludwig,Smart Materials and Structures,Identification of optimized Ti–Ni–Cu shape memory alloy compositions for high-frequency thin film microactuator applications,2010.0,41.0,21.0,37.5,Ni37.5Ti44.0Cu18.5 %,44.0,18.5
K. H. Chang; S. K. Wu and S. H. Chang,Thin Solid Films,Crystallization temperature and activation energy of as-spun Ti52.0Ni38.5Cu9.5 ribbon,2011.0,41.0,45.0,38.5,Ni38.5Ti52.0Cu9.5 %,52.0,9.5
B. Ramachandran; R. Tang; P. Chang; Y. Kuo; C. Chien and S. Wu,Journal of Applied Physics,Cu-substitution effect on thermoelectric properties of the TiNi-based shape memory alloys,2013.0,41.0,52.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
A. Nespoli; E. Villa; F. Passaretti; F. Albertini; R. Cabassi; M. Pasquale; C. P. Sasso and M. Coïsson,Journal of Materials Engineering and Performance,Non-Conventional Techniques for the Study of Phase Transitions in NiTi-Based Alloys,2014.0,41.0,52.0,41.0,Ni41.0Ti50.0Cu9.0 %,50.0,9.0
A. Fabregat-Sanjuan; F. Ferrando and S. De la Flor,Materials Today,NiTiCu Transverse to Axial Strain Ratio Analysis During Tension/Compression Tests,2015.0,41.0,53.0,44.6,Ni44.6Ti50.4Cu5.0 %,50.4,5.0
Y. Furuya; M. Matsumoto; H. S. Kimura and T. Masumoto,Materials Science and Engineering: A,Thermoelastic phase transformation of Melt Spun Ti50Ni50−xCux (x = 0–20 at.%) ribbons,1991.0,40.0,43.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
G. C. Hur and T. H. Nam,Pacific Rim International Conference on Advanced Materials and Processing,Transformation behavior and shape memory characteristics of Ti-(50-X)Ni-XCu(X=0-5) alloys,1995.0,40.0,8.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
C. J. Araujo; M. Morin and G. Guénin,Materials Science and Engineering: A,Electro-thermomechanical behaviour of a Ti-45.0Ni-5.0Cu (at.%) alloy during shape memory cycling,1999.0,40.0,61.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
C. J. d. Araújo; C. H. Gonzalez; M. Morin and G. Guénin,Materials ReseVARh,Influence of the mechanical loading history on the stress assisted two way memory effect in a Ti-Ni-Cu alloy,2001.0,40.0,62.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
C. J. d. Araújo; C. H. Gonzalez; M. Morin and G. Guénin,Materials ReseVARh,Influence of the mechanical loading history on the stress assisted two way memory effect in a Ti-Ni-Cu alloy,2001.0,40.0,62.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
H. Du and Y. Fu,Surface and Coatings Technology,Deposition and characterization of Ti1−x(Ni;Cu)x shape memory alloy thin films,2004.0,40.0,38.0,40.8,Ni40.8Ti50.1Cu9.1 %,50.1,9.1
R. Santamarta; E. Cesari; J. Pons and T. Goryczka,Metallurgical and Materials Transactions A,Shape memory properties of Ni-Ti based Melt Spun ribbons,2004.0,40.0,40.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,40.0,39.0,40.0,Ni40.0Ti48.5Cu11.5 %,48.5,11.5
A. Ishida; M. Sato and K. Ogawa,Materials Science and Engineering: A,Microstructure and shape memory behavior of annealed Ti–36.8at.% Ni–11.6at.% Cu thin film,2008.0,40.0,49.0,36.8,Ni36.8Ti51.6Cu11.6 %,51.6,11.6
A. J. Muir Wood; S. Sanjabi; Y. Q. Fu; Z. H. Barber and T. W. Clyne,Surface and Coatings Technology,Nanoindentation of binary and ternary Ni–Ti-based shape memory alloy thin films,2008.0,40.0,45.0,40.2,Ni40.2Ti51.0Cu8.8 %,51.0,8.8
A. Nespoli and S. Besseghini,Journal of Thermal Analysis and Calorimetry,A complete thermo-mechanical study of a NiTiCu shape memory alloy wire,2010.0,40.0,56.0,43.49,Ni43.49Ti51.2Cu5.31 %,51.2,5.31
R. Zarnetta; M. Ehmann; A. Savan and A. Ludwig,Smart Materials and Structures,Identification of optimized Ti–Ni–Cu shape memory alloy compositions for high-frequency thin film microactuator applications,2010.0,40.0,19.0,37.5,Ni37.5Ti42.5Cu20.0 %,42.5,20.0
T. Goryczka,Shape Memory Alloys-Processing; Characterization and Applications,Ni25Ti50Cu25 shape memory alloy produced by nonconventional techniques,2013.0,40.0,42.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S.-H. Chang and S.-H. Hsiao,Journal of Alloys and Compounds,Inherent internal friction of Ti50Ni50−xCux shape memory alloys measured under isothermal conditions,2014.0,40.0,28.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
G. Pan; C. Balagna; L. Martino; J. Pan and S. Spriano,Journal of Alloys and Compounds,Microstructure and transformation temperatures in rapid solidified Ni–Ti alloys. Part II: The effect of copper addition,2014.0,40.0,30.0,26.0,Ni26.0Ti49.0Cu25.0 %,49.0,25.0
T. H. Nam; T. Saburi; Y. Kawamura; K. Shimizu; rsquo and ichi,Materials Transactions,Shape Memory Characteristics Associated with the B2-B19 and B19-B19 Transformations in a Ti-40Ni-10Cu (at.%) Alloy,1990.0,39.0,48.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
T. H. Nam; T. Saburi; Y. Kawamura; K. Shimizu; rsquo and ichi,Materials Transactions,Shape Memory Characteristics Associated with the B2-B19 and B19-B19 Transformations in a Ti-40Ni-10Cu (at.%) Alloy,1990.0,39.0,45.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Cu-Content Dependence of Shape Memory Characteristics in Ti-Ni-Cu Alloys,1990.0,39.0,38.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Effect of thermo-mechanical treatment on shape memory characteristics in a Ti-40Ni-10Cu (at%) alloy,1991.0,39.0,33.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Effect of thermo-mechanical treatment on shape memory characteristics in a Ti-40Ni-10Cu (at%) alloy,1991.0,39.0,49.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
G. C. Hur and T. H. Nam,Pacific Rim International Conference on Advanced Materials and Processing,Transformation behavior and shape memory characteristics of Ti-(50-X)Ni-XCu(X=0-5) alloys,1995.0,39.0,46.0,46.0,Ni46.0Ti50.0Cu4.0 %,50.0,4.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,39.0,21.0,42.0,Ni42.0Ti50.0Cu8.0 %,50.0,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,39.0,40.0,42.0,Ni42.0Ti50.0Cu8.0 %,50.0,8.0
S. M. Tan; V. H. No and S. Miyazaki,Acta Materialia,Ti-content and annealing temperature dependence of deformation characteristics of TiXNi(92−X)Cu8 shape memory alloys,1998.0,39.0,53.0,43.0,Ni43.0Ti49.0Cu8.0 %,49.0,8.0
S. M. Tan; V. H. No and S. Miyazaki,Acta Materialia,Ti-content and annealing temperature dependence of deformation characteristics of TiXNi(92−X)Cu8 shape memory alloys,1998.0,39.0,52.0,42.0,Ni42.0Ti50.0Cu8.0 %,50.0,8.0
C. J. Araujo; M. Morin and G. Guénin,Materials Science and Engineering: A,Electro-thermomechanical behaviour of a Ti-45.0Ni-5.0Cu (at.%) alloy during shape memory cycling,1999.0,39.0,46.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
C. Araujo; M. Morin and G. Guénin,Journal de Physique IV,Martensitic transformation in Ti-Ni-Cu shape memory wires broken by thermal cycling under constant load,2001.0,39.0,48.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
C. Araujo; M. Morin and G. Guénin,Journal de Physique IV,Martensitic transformation in Ti-Ni-Cu shape memory wires broken by thermal cycling under constant load,2001.0,39.0,46.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
J. Morgiel; E. Cesari; J. Pons; A. Pasko and J. Dutkiewicz,Journal of Materials Science,Microstructure and martensite transformation in aged Ti-25Ni-25Cu shape memory melt spun ribbons,2002.0,39.0,31.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
T. Kotil; H. Sehitoglu; H. J. Maier and Y. I. Chumlyakov,Materials Science and Engineering: A,Transformation and detwinning induced electrical resistance variations in NiTiCu,2003.0,39.0,48.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
E. López Cuéllar; G. Guénin and M. Morin,Materials Science and Engineering: A,Study of the stress-assisted two-way memory effect of a Ti–Ni–Cu alloy using resistivity and thermoelectric power techniques,2003.0,39.0,46.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,39.0,49.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
S. P. Belyaev; V. V. Istomin-Kastrovskiy; V. V. Koledov; D. S. Kuchin; N. N. Resnina; V. G. Shavrov; A. V. Shelyakov and S. E. Ivanov,Physics Procedia,The structure and functional properties of alloy rapidly quenched ribbons with different fractions of crystalline phase,2010.0,39.0,37.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
K.-N. Lin and S.-K. Wu,Intermetallics,Multi-stage transformation in annealed Ni-rich Ti49Ni41Cu10 shape memory alloy,2010.0,39.0,33.0,41.0,Ni41.0Ti49.0Cu10.0 %,49.0,10.0
R. Zarnetta; M. Ehmann; A. Savan and A. Ludwig,Smart Materials and Structures,Identification of optimized Ti–Ni–Cu shape memory alloy compositions for high-frequency thin film microactuator applications,2010.0,39.0,22.0,37.5,Ni37.5Ti45.0Cu17.5 %,45.0,17.5
A. Fabregat-Sanjuan; F. Ferrando; C. Urbina and S. De la Flor,Materials Science Forum,TiNiCu Martensitic Transformation Characterization at Low Stress Levels Through Thermomechanical Cycling,2013.0,39.0,50.0,44.6,Ni44.6Ti50.4Cu5.0 %,50.4,5.0
A. Fabregat-Sanjuan; F. Ferrando; C. Urbina and S. De la Flor,Materials Science Forum,TiNiCu Martensitic Transformation Characterization at Low Stress Levels Through Thermomechanical Cycling,2013.0,39.0,54.0,44.6,Ni44.6Ti50.4Cu5.0 %,50.4,5.0
B. Ramachandran; R. Tang; P. Chang; Y. Kuo; C. Chien and S. Wu,Journal of Applied Physics,Cu-substitution effect on thermoelectric properties of the TiNi-based shape memory alloys,2013.0,39.0,-37.0,42.5,Ni42.5Ti50.0Cu7.5 %,50.0,7.5
A. Shelyakov; N. Sitnikov; S. Saakyan; A. Menushenkov; R. Rizakhanov and A. Korneev,Materials Science Forum,Study of two-way shape memory behavior of amorphous-crystalline TiNiCu Melt Spun ribbons,2013.0,39.0,35.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S. Belyaev; N. Resnina; A. Irzhak; V. Istomin-Kastrovsky; V. Koledov; D. Kuchin; V. Shavrov; P. Ari-Gur; A. Shelyakov and N. Y. Tabachkova,Journal of Alloys and Compounds,Amorphous–crystalline Ti 2 NiCu alloy rapidly quenched ribbons annealed by DSC and electric pulses,2014.0,39.0,24.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S.-H. Chang and S.-H. Hsiao,Journal of Alloys and Compounds,Inherent internal friction of Ti50Ni50−xCux shape memory alloys measured under isothermal conditions,2014.0,39.0,36.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
A. Fabregat-Sanjuan; F. Ferrando and S. De la Flor,Journal of Materials Engineering and Performance,NiTiCu Shape Memory Alloy Characterization Through Microhardness Tests,2014.0,39.0,50.0,44.6,Ni44.6Ti50.4Cu5.0 %,50.4,5.0
A. Fabregat-Sanjuan; F. Ferrando and S. De la Flor,Journal of Materials Engineering and Performance,NiTiCu Shape Memory Alloy Characterization Through Microhardness Tests,2014.0,39.0,54.0,44.6,Ni44.6Ti50.4Cu5.0 %,50.4,5.0
A. Fabregat-Sanjuan; F. Ferrando and S. De la Flor,Materials Today,Influence of Heat Treatment on Internal Friction Spectrum in NiTiCu Shape Memory Alloy,2015.0,39.0,49.0,44.6,Ni44.6Ti50.4Cu5.0 %,50.4,5.0
Y. Furuya; M. Matsumoto; H. S. Kimura and T. Masumoto,Materials Science and Engineering: A,Thermoelastic phase transformation of Melt Spun Ti50Ni50−xCux (x = 0–20 at.%) ribbons,1991.0,38.0,45.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
T. Fukuda; T. Kakeshita; M. Kitayama and T. Saburi,Journal de Physique IV,Effect of aging on martensitic transformation in a shape memory Ti-40.5 Ni-10Cu alloy,1995.0,38.0,35.0,40.5,Ni40.5Ti49.5Cu10.0 %,49.5,10.0
T. Fukuda; T. Kakeshita; M. Kitayama and T. Saburi,Journal de Physique IV,Effect of aging on martensitic transformation in a shape memory Ti-40.5 Ni-10Cu alloy,1995.0,38.0,34.0,40.5,Ni40.5Ti49.5Cu10.0 %,49.5,10.0
B. Strnadel; S. Ohashi; H. Ohtsuka; T. Ishihara and S. Miyazaki,Materials Science and Engineering: A,Cyclic stress-strain characteristics of TiNi and TiNiCu shape memory alloys,1995.0,38.0,43.0,41.5,Ni41.5Ti48.5Cu10.0 %,48.5,10.0
C. J. d. Araújo; C. H. Gonzalez; M. Morin and G. Guénin,Materials ReseVARh,Influence of the mechanical loading history on the stress assisted two way memory effect in a Ti-Ni-Cu alloy,2001.0,38.0,56.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
J. Morgiel; E. Cesari; J. Pons; A. Pasko and J. Dutkiewicz,Journal of Materials Science,Microstructure and martensite transformation in aged Ti-25Ni-25Cu shape memory melt spun ribbons,2002.0,38.0,28.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S. Colombo; C. Cannizzo; F. Gariboldi and G. Airoldi,Journal of Alloys and Compounds,Electrical resistance and deformation during the stress-assisted two-way memory effect in Ni45Ti50Cu5 alloy,2006.0,38.0,46.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
