Authors,Source,Title,Year,composition,Ag (at.%),Al (at.%),Au (at.%),Cd (at.%),Co (at.%),Cu (at.%),Fe (at.%),Hf (at.%),Mn (at.%),Nb (at.%),Ni (at.%),Pd (at.%),Pt (at.%),Ru (at.%),Si (at.%),Ta (at.%),Ti (at.%),Zn (at.%),Zr (at.%),Austenite Finish Temperature - AF - (°C),Austenite Start Temperature - AS - (°C),Martensite Finish Temperature - MF - (°C),Martensite Start Temperature - MS - (°C),Cooling Rate (°C/min),Heating Rate (°C/min),Calculated Density (g/cm^3),Thermal transformation span (TSPAN) - (AF-MF) - (°C)
D. Maashaa; U.-O. Dorj; M. Lee; M. H. Lee; C. Zhao; M. Dashjav and S.-M. Woo,Modern Physics Letters B,Investigation on microstructure and martensitic transformation of neodymium-added NiTi shape memory alloys,2016.0,Ni50.0Ti50.0 %,,,,,,,,,,,50.0,,,,,,50.0,,,105.0,84.0,58.0,77.0,,,6.7075,47.0
"Liu; Fushun
Ding; Zhen
Li; Yan
Xu; Huibin",Intermatallics ,Phase transformation behaviors and mechanical properties of TiNiMo shape memory alloys,2005.0,Ni50.0Ti50.0 %,,,,,,,,,,,50.0,,,,,,50.0,,,99.0,67.0,35.0,70.0,,,6.7075,64.0
"Jiang; Hai Chang
Rong; Li Jian",Materials Science Forum,Microstructures and Mechanical Properties of Porous Ti<sub>51</sub>Ni<sub>(49-x)</sub>Mo<sub>x</sub> Shape Memory Alloys,2007.0,Ni49.0Ti51.0 %,,,,,,,,,,,49.0,,,,,,51.0,,,103.0,76.0,60.0,75.0,,,6.66349,43.0
J. Ma; F. Yang; J. I. Subirana; Z. J. Pu and K.-H. Wu,5th Annual International Symposium on Smart Structures and Materials,Study of NiTi-Ta shape memory alloys,1998.0,Ni51.0Ti49.0 %,,,,,,,,,,,51.0,,,,,,49.0,,,-46.0,-66.0,-116.0,-94.0,,,6.75151,70.0
J. Ma; K. Wu and Z. Pu,Materials science forum,Microstructure and transformation behavior of Ni50Ti50-xTax alloys,2000.0,Ni50.0Ti50.0 %,,,,,,,,,,,50.0,,,,,,50.0,,,98.0,67.0,27.0,61.0,,,6.7075,71.0
J.J Wang; T. Omori; Y. Sutou; R. Kainuma and K. Ishida,Scripta Materialia,Two-way shape memory effect induced by cold-rolling in Ti-Ni and Ti-Ni-Fe alloys,2005.0,Ni51.0Ti49.0 %,,,,,,,,,,,51.0,,,,,,49.0,,,-22.63100464,-40.07367994,-89.57780859,-53.87407003,,,6.75151,66.94680395
S.K. Wu; H.C. Lin and T.Y. Lin,Materials Science and Engineering:A,Electrical resistivity of Ti–Ni binary and Ti–Ni–X (X=Fe; Cu) ternary shape memory alloys,2006.0,Ni50.0Ti50.0 %,,,,,,,,,,,50.0,,,,,,50.0,,,77.07,49.23,0.64,30.9,,,6.7075,76.43
S.K. Wu; H.C. Lin and T.Y. Lin,Materials Science and Engineering:A,Electrical resistivity of Ti–Ni binary and Ti–Ni–X (X=Fe; Cu) ternary shape memory alloys,2006.0,Ni51.0Ti49.0 %,,,,,,,,,,,51.0,,,,,,49.0,,,43.54046768,25.03467426,-84.27822946,-36.57521379,,,6.75151,127.8186971
S. Gururaja; M. Yaya and Y.S. Kang,Journal of Applied Physics,Design of ferromagnetic shape memory alloy composite made of Fe and TiNi particles,2007.0,Ni50.9Ti49.1 %,,,,,,,,,,,50.9,,,,,,49.1,,,40.0,28.0,15.0,30.0,,,6.747109,25.0
A. L. Liu; J. H. Sui; Y. C. Lei; W. Cai; Z. Y. Gao and L. C. Zhao,Journal of Materials Science,Effect of Y addition on microstructure and martensitic transformation of a Ni-rich Ti–Ni shape memory alloy,2007.0,Ni50.7Ti49.3 %,,,,,,,,,,,50.7,,,,,,49.3,,,-24.0,-38.0,-66.0,-47.0,,,6.738307,42.0
R.M. Manjeri,Department of Mechanical; Materials and Aerospace Engineering; University of Central Florida,Low temperature and reduced length scale behavior of shape memory and superelastic NiTi and NiTiFe alloys,2009.0,Ni50.0Ti50.0 %,,,,,,,,,,,50.0,,,,,,50.0,,,112.85,94.85,60.85,83.85,,,6.7075,52.0
T. Nishiura and M. Nishida,Materials Transactions,Internal defects of B19' martensite vi R-phase in Ti-Ni-Fe and thermally cycled Ti-Ni alloys,2009.0,Ni50.0Ti50.0 %,,,,,,,,,,,50.0,,,,,,50.0,,,81.61609347,56.66747304,25.6206155,54.04383203,,,6.7075,55.99547797
Y. V. Kudryavtsev and E. Semenova,Powder Metallurgy and Metal Ceramics,Effect of scandium and yttrium on martensitic transformations in TiNi-based alloys,2009.0,Ni50.0Ti50.0 %,,,,,,,,,,,50.0,,,,,,50.0,,,122.0,85.0,45.0,80.0,,,6.7075,77.0
D. König; P. Frowein; A. Wieczorek; J. Frenzel; S. Hamann; G. Eggeler and A. Ludwig,Shape Memory and Superelasticity,Composition; Constitution and Phase Transformation Behavior in Thin-Film and Bulk Ti–Ni–Y,2017.0,Ni50.0Ti50.0 %,,,,,,,,,,,50.0,,,,,,50.0,,,118.0,91.0,56.0,83.0,,,6.7075,62.0
B.D. Ingale; W.C. Wei; P.C. Chang; Y.K. Kuo and S.K. Wu,Journal of Applied Physics,Anomalous transport and thermal properties of NiTi and with Cu and Fe-doped shape memory alloys near the martensitic transition,2011.0,Ni50.0Ti50.0 %,,,,,,,,,,,50.0,,,,,,50.0,,,70.32881551,53.75616039,-33.25360683,16.29352929,,,6.7075,103.5824223
C-Y. Nien; H-K. Wang; C-H. Chen; S. Li; S-K Wu and C-H Hsueh,Journals of Materials Research: Cambridge University Press,Superelasticity of TiNi-based shape memory alloys at micro/nanoscale,2014.0,Ni50.07Ti49.93 %,,,,,,,,,,,50.07,,,,,,49.93,,,95.1,68.5,34.5,58.1,,,6.7105807,60.6
C-Y. Nien; H-K. Wang; C-H. Chen; S. Li; S-K Wu and C-H Hsueh,Journals of Materials Research: Cambridge University Press,Superelasticity of TiNi-based shape memory alloys at micro/nanoscale,2014.0,Ni50.95Ti49.05 %,,,,,,,,,,,50.95,,,,,,49.05,,,-29.2,-60.5,-101.1,-61.8,,,6.7493095,71.9
G.K. Gupta; K. K. Patel; R. Purohit and P. Bhagoria,Materials Today: Proceedings,Effect Of Rolling On Ni-Ti-Fe Shape Memory Alloys Prepared Through Novel Powder Metallurgy Route,2017.0,Ni50.0Ti50.0 %,,,,,,,,,,,50.0,,,,,,50.0,,,102.9452726,62.69054862,57.11711712,101.0810811,,,6.7075,45.82815551
Y-Q. Zhang; S-Y. Jiang; X-M. Zhu; Y-N. Zhao; Y-L. Liang and D. Sun,Transactions of Nonferrous Metals Society of China,Influence of Fe addition on phase transformation behavior of NiTi shape memory alloy,2017.0,Ni50.0Ti50.0 %,,,,,,,,,,,50.0,,,,,,50.0,,,68.3,46.2,13.4,37.4,,,6.7075,54.9
Y-N. Zhao; S-Y. Jiang; Y-Q. Zhang and Y-L. Liang,Acta Metallurgica Sinica (English Letters),Influence of Fe Addition on Phase Transformation; Microstructure and Mechanical Property of Equiatomic NiTi Shape Memory Alloy,2017.0,Ni50.0Ti50.0 %,,,,,,,,,,,50.0,,,,,,50.0,,,71.72413793,44.40065681,1.83908046,40.72249589,,,6.7075,69.88505747
"Kök; Mediha
Zardawi; Hanaa Shahab Ahmed
Qader; Ibrahim Nazem
Sait Kanca; M.",The European Physical Journal Plus,The effects of cobalt elements addition on Ti2Ni phases; thermodynamics parameters; crystal structure and transformation temperature of NiTi shape memory alloys,2019.0,Ni49.0Ti51.0 %,,,,,,,,,,,49.0,,,,,,51.0,,,52.0,30.0,-29.0,6.0,,,6.66349,81.0
El-Bagoury; N.,Materials Science and Technology,Microstructure and martensitic transformation and mechanical properties of cast Ni rich NiTiCo shape memory alloy,2014.0,Ni51.0Ti49.0 %,,,,,,,,,,,51.0,,,,,,49.0,,,35.0,21.0,-12.0,15.0,,,6.75151,47.0
A. L. Liu; W. Cai; Z. Y. Gao and L. C. Zhao,Materials Science and Engineering: A,The microstructure and martensitic transformation of (Ti49.3Ni50.7)1−xGdx shape memory alloys,2006.0,Ni50.7Ti49.3 %,,,,,,,,,,,50.7,,,,,,49.3,,,-24.0,-41.0,-66.0,-47.0,,,,
P. Li; H. E. Karaca and Y.-T. Cheng,Journal of Alloys and Compounds,Spherical indentation of NiTi-based shape memory alloys,2015.0,Ni50.1Ti49.9 %,,,,,,,,,,,50.1,,,,,,49.9,,,122.0,85.0,45.0,78.0,,,6.711901,77.0
P. Li; H. E. Karaca and Y.-T. Cheng,Journal of Alloys and Compounds,Spherical indentation of NiTi-based shape memory alloys,2015.0,Ni50.8Ti49.2 %,,,,,,,,,,,50.8,,,,,,49.2,,,10.0,-4.0,-34.0,-15.0,,,6.742708,44.0
T. Sakuma; Y. Mihara; Y. Ochi; M. Ozawa; K. Okita and N. Okabe,Materials Science Forum,Effects of Pre-Strain and Nb Content on Transformation Temperatures in Ti-Ni-Nb Shape Memory Alloy,2005.0,Ni50.0Ti50.0 %,,,,,,,,,,,50.0,,,,,,50.0,,,90.0,72.0,43.0,56.0,,,6.7075,47.0
K. Uchida; N. Shigenaka; T. Sakuma; Y. Sutou and K. Yamauchi,Materials transactions,Effect of Nb content on martensitic transformation temperatures and mechanical properties of Ti-Ni-Nb shape memory alloys for pipe joint applications,2007.0,Ni50.36Ti49.64 %,,,,,,,,,,,50.36,,,,,,49.64,,,104.0,78.0,38.0,54.0,,,6.7233436,66.0
N. El-Bagoury and A. A. Nofal,Materials Science and Technology,Phase transformation and microstructure and mechanical properties of as cast NiTiRe shape memory alloys,2014.0,Ni52.0Ti48.0 %,,,,,,,,,,,52.0,,,,,,48.0,,,37.0,31.0,25.0,30.0,,,6.79552,12.0
Livio Battezzati; Gianluca Fiore; Marco Massazza,Journal of Alloys and Compounds,A shape memory gold alloy processed by rapid solidification,2006.0,Au43.3Cu31.8Al24.9 %,,24.9,43.3,,,31.8,,,,,,,,,,,,,,78.0,72.0,16.0,18.0,4.0,4.0,11.86576,62.0
V.K. Bhatia; C.S. Kealley; A. Dowd; M.B. Cortie,33rd Annual Condensed Matter and Materials Meeting;,New Shape-Memory Compositions in the Au2-xCu1+xAl (0<x<2) β-Phase,2009.0,Au27.0Cu55.0Al18.0 %,,18.0,27.0,,,55.0,,,,,,,,,,,,,,95.0,89.0,20.0,24.0,10.0,10.0,10.603,75.0
V.K. Bhatia; C.S. Kealley; A. Dowd; M.B. Cortie,33rd Annual Condensed Matter and Materials Meeting;,New Shape-Memory Compositions in the Au2-xCu1+xAl (0<x<2) β-Phase,2009.0,Au30.0Cu49.0Al21.0 %,,21.0,30.0,,,49.0,,,,,,,,,,,,,,373.0,327.0,304.0,330.0,10.0,10.0,10.7278,69.0
V.K. Bhatia; C.S. Kealley; A. Dowd; M.B. Cortie,33rd Annual Condensed Matter and Materials Meeting;,New Shape-Memory Compositions in the Au2-xCu1+xAl (0<x<2) β-Phase,2009.0,Au29.0Cu47.0Al24.0 %,,24.0,29.0,,,47.0,,,,,,,,,,,,,,360.0,344.0,292.0,303.0,10.0,10.0,10.4374,68.0
V.K. Bhatia; C.S. Kealley; R. Wuhrer; K.S. Wallwork; M.B. Cortie,Journal of Alloys and Compounds,Ternary β and γ phases in the Al–Au–Cu system at 750C,2009.0,Au43.3Cu35.7Al20.9 %,,20.9,43.3,,,35.7,,,,,,,,,,,,,,101.0,89.0,25.0,31.0,10.0,10.0,12.10564,76.0
V.K. Bhatia; C.S. Kealley; R. Wuhrer; K.S. Wallwork; M.B. Cortie,Journal of Alloys and Compounds,Ternary β and γ phases in the Al–Au–Cu system at 750C,2009.0,Au36.3Cu41.9Al21.6 %,,21.6,36.3,,,41.9,,,,,,,,,,,,,,270.0,251.0,172.0,184.0,10.0,10.0,11.32658,98.0
V.K. Bhatia; C.S. Kealley; R. Wuhrer; K.S. Wallwork; M.B. Cortie,Journal of Alloys and Compounds,Ternary β and γ phases in the Al–Au–Cu system at 750C,2009.0,Au28.5Cu49.6Al21.8 %,,21.8,28.5,,,49.6,,,,,,,,,,,,,,377.0,334.0,307.0,334.0,10.0,10.0,10.51342,70.0
Pio John S. Buenconsejo; and Alfred Ludwig,Acta Materialia,New Au–Cu–Al thin film shape memory alloys with tunable functional properties and high thermal stability,2015.0,Au55.0Cu34.0Al11.0 %,,11.0,55.0,,,34.0,,,,,,,,,,,,,,151.0,120.0,102.0,129.0,,,13.9448,49.0
Pio John S. Buenconsejo; and Alfred Ludwig,Acta Materialia,New Au–Cu–Al thin film shape memory alloys with tunable functional properties and high thermal stability,2015.0,Au57.0Cu32.0Al11.0 %,,11.0,57.0,,,32.0,,,,,,,,,,,,,,155.0,119.0,106.0,128.0,,,14.1524,49.0
Pio John S. Buenconsejo; and Alfred Ludwig,Acta Materialia,New Au–Cu–Al thin film shape memory alloys with tunable functional properties and high thermal stability,2015.0,Au44.0Cu43.0Al13.0 %,,13.0,44.0,,,43.0,,,,,,,,,,,,,,44.0,24.0,14.0,33.0,,,12.6786,30.0
Pio John S. Buenconsejo; and Alfred Ludwig,Acta Materialia,New Au–Cu–Al thin film shape memory alloys with tunable functional properties and high thermal stability,2015.0,Au51.0Cu36.0Al13.0 %,,13.0,51.0,,,36.0,,,,,,,,,,,,,,96.0,69.0,60.0,84.0,,,13.4052,36.0
Pio John S. Buenconsejo; and Alfred Ludwig,Acta Materialia,New Au–Cu–Al thin film shape memory alloys with tunable functional properties and high thermal stability,2015.0,Au62.0Cu23.0Al15.0 %,,15.0,62.0,,,23.0,,,,,,,,,,,,,,32.0,14.0,10.0,23.0,,,14.4226,22.0
Pio John S. Buenconsejo; and Alfred Ludwig,Acta Materialia,New Au–Cu–Al thin film shape memory alloys with tunable functional properties and high thermal stability,2015.0,Au43.0Cu40.0Al17.0 %,,17.0,43.0,,,40.0,,,,,,,,,,,,,,64.0,26.0,-7.0,13.0,,,12.326,71.0
Pio John S. Buenconsejo; and Alfred Ludwig,Acta Materialia,New Au–Cu–Al thin film shape memory alloys with tunable functional properties and high thermal stability,2015.0,Au60.0Cu22.0Al18.0 %,,18.0,60.0,,,22.0,,,,,,,,,,,,,,8.0,-5.0,-15.0,-9.0,,,14.0284,23.0
Pio John S; BuenconsejoJanine Pfetzing-Micklich; Michael Paulus; Christian Sternemann;Alfred Ludwig,Shap. Mem. Superelasticity,Composition–Structure–Property Relations in Au35–68Cu49–15Al16–17 Shape Memory Thin Films,2016.0,Au51.0Cu33.0Al16.0 %,,16.0,51.0,,,33.0,,,,,,,,,,,,,,18.0,3.0,-8.0,4.0,,,13.2186,26.0
Pio John S; BuenconsejoJanine Pfetzing-Micklich; Michael Paulus; Christian Sternemann;Alfred Ludwig,Shap. Mem. Superelasticity,Composition–Structure–Property Relations in Au35–68Cu49–15Al16–17 Shape Memory Thin Films,2016.0,Au62.0Cu22.0Al16.0 %,,16.0,62.0,,,22.0,,,,,,,,,,,,,,12.0,2.0,-11.0,-2.0,,,14.3604,23.0
Pio John S; BuenconsejoJanine Pfetzing-Micklich; Michael Paulus; Christian Sternemann;Alfred Ludwig,Shap. Mem. Superelasticity,Composition–Structure–Property Relations in Au35–68Cu49–15Al16–17 Shape Memory Thin Films,2016.0,Au51.0Cu32.0Al17.0 %,,17.0,51.0,,,32.0,,,,,,,,,,,,,,18.0,3.0,-8.0,4.0,,,13.1564,26.0
Pio John S; BuenconsejoJanine Pfetzing-Micklich; Michael Paulus; Christian Sternemann;Alfred Ludwig,Shap. Mem. Superelasticity,Composition–Structure–Property Relations in Au35–68Cu49–15Al16–17 Shape Memory Thin Films,2016.0,Au62.0Cu21.0Al17.0 %,,17.0,62.0,,,21.0,,,,,,,,,,,,,,12.0,2.0,-11.0,-2.0,,,14.2982,23.0
Gianluca Fiore; Livio Battezzati,Intermetallics,An entropy driven phase transformation in a Au43.3Cu31.8Al24.9 shape-memory alloy,2011.0,Au43.3Cu31.8Al24.9 %,,24.9,43.3,,,31.8,,,,,,,,,,,,,,71.0,88.0,37.0,49.0,4.0,4.0,11.86576,34.0
Kenji Goto;; Akira Umise; Masaki Tahara; Hideki Hosoda3,Materials Transactions,Compressive Deformation Behavior and Magnetic Susceptibility of Au2CuAl Biomedical Shape Memory Alloys,2019.0,Au40.0Cu35.0Al25.0 %,,25.0,40.0,,,35.0,,,,,,,,,,,,,,104.0,90.0,4.0,14.0,10.02,10.02,11.517,100.0
Kenji Goto;; Akira Umise; Masaki Tahara; Hideki Hosoda2,Materials Transactions,Compressive Deformation Behavior and Magnetic Susceptibility of Au2CuAl Biomedical Shape Memory Alloys,2019.0,Au45.0Cu30.0Al25.0 %,,25.0,45.0,,,30.0,,,,,,,,,,,,,,68.0,54.0,8.0,18.0,10.02,10.02,12.036,60.0
Kenji Goto;; Akira Umise; Masaki Tahara; Hideki Hosoda1,Materials Transactions,Compressive Deformation Behavior and Magnetic Susceptibility of Au2CuAl Biomedical Shape Memory Alloys,2019.0,Au50.0Cu25.0Al25.0 %,,25.0,50.0,,,25.0,,,,,,,,,,,,,,41.0,28.0,9.0,21.0,10.02,10.02,12.555,32.0
Guobo Panga; Mingjiang Jina; Shungui Zuoc; Xuejun Jina,Intermetallics,Martensitic transformation and superelasticity in Au7Cu5Al4 shape memory alloy microwires,2019.0,Au45.0Cu30.625Al24.375 %,,24.375,45.0,,,30.625,,,,,,,,,,,,,,82.0,76.0,16.0,19.0,10.0,10.0,12.074875,66.0
S. Urbano; A. Manca; S. Besseghini; G. Airoldi,,Martensite ageing effects in Au7Cu5Al14,2005.0,Au43.6Cu32.3Al24.1 %,,24.1,43.6,,,32.3,,,,,,,,,,,,,,83.0,78.0,21.0,28.0,200.0,50.0,11.94666,62.0
Michael B. Cortiea; Catherine S. Kealley; Vijay Bhatia; Gordon J. Thorogood; Margaret M. Elcombe; Maxim Avdeev,Journal of Alloys and Compounds,High temperature transformations of the Au7Cu5Al4 shape-memory alloy,2011.0,Au43.75Cu31.25Al25.0 %,,25.0,43.75,,,31.25,,,,,,,,,,,,,,87.0,70.0,15.0,24.0,10.0,10.0,11.90625,72.0
L. Fumagalli; S. Besseghini; F. Passaretti; G. Airoldi,Journal of Alloys and Compounds,Thermoelastic martensitic transformation in Au–Cu–Al alloys doped with Co or Ir,2007.0,Au57.6Cu23.1Al19.3 %,,19.3,57.6,,,23.1,,,,,,,,,,,,,,4.0,0.0,-5.0,0.0,10.0,10.0,13.69842,9.0
L. Fumagalli; S. Besseghini; F. Passaretti; G. Airoldi,Journal of Alloys and Compounds,Thermoelastic martensitic transformation in Au–Cu–Al alloys doped with Co or Ir,2007.0,Au45.4Cu32.7Al21.9 %,,21.9,45.4,,,32.7,,,,,,,,,,,,,,74.0,70.0,20.0,22.0,10.0,10.0,12.27034,54.0
L. Fumagalli; S. Besseghini; F. Passaretti; G. Airoldi,Journal of Alloys and Compounds,Thermoelastic martensitic transformation in Au–Cu–Al alloys doped with Co or Ir,2007.0,Au44.0Cu34.0Al22.0 %,,22.0,44.0,,,34.0,,,,,,,,,,,,,,100.0,94.0,24.0,29.0,10.0,10.0,12.1188,76.0
L. Fumagalli; S. Besseghini; F. Passaretti; G. Airoldi,Journal of Alloys and Compounds,Thermoelastic martensitic transformation in Au–Cu–Al alloys doped with Co or Ir,2007.0,Au45.5Cu32.5Al22.0 %,,22.0,45.5,,,32.5,,,,,,,,,,,,,,86.0,78.0,20.0,27.0,10.0,10.0,12.2745,66.0
L. Fumagalli; S. Besseghini; F. Passaretti; G. Airoldi,Journal of Alloys and Compounds,Thermoelastic martensitic transformation in Au–Cu–Al alloys doped with Co or Ir,2007.0,Au49.1Cu28.5Al22.4 %,,22.4,49.1,,,28.5,,,,,,,,,,,,,,41.0,34.0,10.0,17.0,10.0,10.0,12.6233,31.0
T. Duerig and K. Melton,European Symposium on Martensitic Transformations,Wide hysteresis NiTiNb alloys,1989.0,Ni47.0Ti44.0Nb9.0 %,,,,,,,,,,9.0,47.0,,,,,,44.0,,,-35.0,-85.0,-175.0,-90.0,,,6.95014,140.0
C. Zhang; L. Zhao; T. Duerig and C. Wayman,Scripta Metallurgica et Materialia,Effects of Deformation on the Transformation Hysteresis and Shape Memory Effect in a NiTiNb Alloy,1990.0,Ni47.0Ti44.0Nb9.0 %,,,,,,,,,,9.0,47.0,,,,,,44.0,,,-15.0,-65.0,-165.0,-85.0,,,6.95014,150.0
L. Zhao; T. Duerig; S. Justi; K. Melton; J. Proft; W. Yu and C. Wayman,Scripta Metallurgica et Materialia,The study of niobium-rich precipitates in a Ni-Ti-Nb shape memory alloy,1990.0,Ni47.0Ti44.0Nb9.0 %,,,,,,,,,,9.0,47.0,,,,,,44.0,,,-35.0,-85.0,-175.0,-90.0,,,6.95014,140.0
M. Piao; S. Miyazaki and K. Otsuka,Materials Transactions; JIM,Characteristics of deformation and transformation in Ti44Ni47Nb9 shape memory alloy,1992.0,Ni47.0Ti44.0Nb9.0 %,,,,,,,,,,9.0,47.0,,,,,,44.0,,,-36.0,-45.0,-131.0,-104.0,,,6.95014,95.0
W. Cai; C. Zhang and L. Zhao,Journal of materials science letters,Recovery stress of Ni-Ti-Nb wide-hysteresis shape memory alloy under constant strain and thermomechanical cycling,1994.0,Ni44.7Ti46.3Nb9.0 %,,,,,,,,,,9.0,44.7,,,,,,46.3,,,60.0,45.0,14.0,-36.0,,,6.848917,46.0
L. Zhao and W. Cai,International Conference on Displacive Phase Transformations and Their Applications in Materials Engineering,The interface structure and stability of deformation-induced martensite in a Ni-Ti-Nb alloy with wide hysteresis,1996.0,Ni44.7Ti46.3Nb9.0 %,,,,,,,,,,9.0,44.7,,,,,,46.3,,,61.0,45.0,-35.0,14.0,,,6.848917,96.0
Y. Zheng; L. Zhao and H. Ye,Materials Science and Engineering: A,High resolution electron microscopy studies on the interface structure of deformed stress induced martensite variants in a Ti–Ni–Nb shape memory alloy,1999.0,Ni44.7Ti46.3Nb9.0 %,,,,,,,,,,9.0,44.7,,,,,,46.3,,,60.0,45.0,-36.0,14.0,,,6.848917,96.0
V. Udovenko; P. Potapov; S. Prokoshkin; I. Y. Khmelevskaya; V. Y. Abramov and Y. V. Blinov,Metal science and heat treatment,A study of the functional properties of alloy Ti–45% Ni–10% Nb with wide hysteresis of the martensitic transformation,2000.0,Ni45.0Ti45.0Nb10.0 %,,,,,,,,,,10.0,45.0,,,,,,45.0,,,5.0,-20.0,-80.0,-50.0,,,6.90375,85.0
T. Wu and M. H. Wu,Proceedings of International Conference on Shape Memory and Superelastic Technologies (SMST 2000),NiTiNb plugs for sealing high pressure fuel passages in fuel injector applications,2000.0,Ni48.0Ti38.0Nb14.0 %,,,,,,,,,,14.0,48.0,,,,,,38.0,,,-10.0,-30.0,-105.0,-85.0,,,7.2023,95.0
M. Kusagawa; T. Nakamura and Y. Asada,JSME International Journal Series A Solid Mechanics and Material Engineering,Fundamental deformation and recovery behaviors of Ni-Ti-Nb shape memory alloy,2001.0,Ni46.7Ti43.5Nb9.8 %,,,,,,,,,,9.8,46.7,,,,,,43.5,,,4.0,-26.0,-88.0,-53.0,,,6.970241,92.0
Y. Xu; K. Otsuka; H. Nagai; H. Yoshida; M. Asai and T. Kishi,Scripta materialia,A SMA/CFRP hybrid composite with damage suppression effect at ambient temperature,2003.0,Ni44.0Ti50.0Nb6.0 %,,,,,,,,,,6.0,44.0,,,,,,50.0,,,68.0,24.0,-48.0,45.0,5.0,5.0,6.69322,116.0
Y. Xu; K. Otsuka; H. Nagai; H. Yoshida; M. Asai and T. Kishi,Scripta materialia,A SMA/CFRP hybrid composite with damage suppression effect at ambient temperature,2003.0,Ni47.0Ti47.0Nb6.0 %,,,,,,,,,,6.0,47.0,,,,,,47.0,,,43.0,-15.0,-70.0,1.0,,,6.82525,113.0
Y. Xu; K. Otsuka; H. Nagai; H. Yoshida; M. Asai and T. Kishi,Scripta materialia,A SMA/CFRP hybrid composite with damage suppression effect at ambient temperature,2003.0,Ni45.5Ti45.5Nb9.0 %,,,,,,,,,,9.0,45.5,,,,,,45.5,,,45.0,-10.0,-65.0,-2.0,,,6.884125,110.0
Y. Xu; K. Otsuka; H. Nagai; H. Yoshida; M. Asai and T. Kishi,Scripta materialia,A SMA/CFRP hybrid composite with damage suppression effect at ambient temperature,2003.0,Ni46.0Ti45.0Nb9.0 %,,,,,,,,,,9.0,46.0,,,,,,45.0,,,8.0,-53.0,-111.0,-42.0,,,6.90613,119.0
Y. Xu; K. Otsuka; H. Nagai; H. Yoshida; M. Asai and T. Kishi,Scripta materialia,A SMA/CFRP hybrid composite with damage suppression effect at ambient temperature,2003.0,Ni43.0Ti43.0Nb14.0 %,,,,,,,,,,14.0,43.0,,,,,,43.0,,,32.0,-20.0,-83.0,-5.0,,,6.98225,115.0
X. He and L. Rong,Scripta Materialia,DSC analysis of reverse martensitic transformation in deformed Ti–Ni–Nb shape memory alloy,2004.0,Ni47.0Ti44.0Nb9.0 %,,,,,,,,,,9.0,47.0,,,,,,44.0,,,8.0,-23.0,-92.0,-64.0,10.0,10.0,6.95014,100.0
X. He; D. Yan; L. Rong and Y. Li,AIP Conference Proceedings,Effect of Niobium Content on Shape Memory Characteristics of (Ni47Ti44) 100− xNbx Alloys,2004.0,Ni50.14835164835166Ti46.85164835164835Nb3.0 %,,,,,,,,,,3.0,50.14835165,,,,,,46.85164835,,,-3.0,-51.0,-110.0,-71.0,,,6.838918956,107.0
X. He; D. Yan; L. Rong and Y. Li,AIP Conference Proceedings,Effect of Niobium Content on Shape Memory Characteristics of (Ni47Ti44) 100− xNbx Alloys,2004.0,Ni47.14835164835166Ti43.85164835164835Nb9.0 %,,,,,,,,,,9.0,47.14835165,,,,,,43.85164835,,,-4.0,-26.0,-82.0,-74.0,,,6.956668956,78.0
X. He; D. Yan; L. Rong and Y. Li,AIP Conference Proceedings,Effect of Niobium Content on Shape Memory Characteristics of (Ni47Ti44) 100− xNbx Alloys,2004.0,Ni44.14835164835166Ti40.85164835164835Nb15.0 %,,,,,,,,,,15.0,44.14835165,,,,,,40.85164835,,,-5.0,-34.0,-108.0,-80.0,,,7.074418956,103.0
X. He; D. Yan; L. Rong and Y. Li,AIP Conference Proceedings,Effect of Niobium Content on Shape Memory Characteristics of (Ni47Ti44) 100− xNbx Alloys,2004.0,Ni41.64835164835166Ti38.35164835164835Nb20.0 %,,,,,,,,,,20.0,41.64835165,,,,,,38.35164835,,,-34.0,-48.0,-149.0,-132.0,,,7.172543956,115.0
X.-M. He; L.-J. Rong; Y.-Y. Li; D.-S. Yan and Z.-M. Jiang,Metallurgical and Materials Transactions A,Study of the Ni 41.3 Ti 38.7 Nb 20 wide transformation hysteresis shape-memory alloy,2004.0,Ni41.3Ti38.7Nb20.0 %,,,,,,,,,,20.0,41.3,,,,,,38.7,,,-27.0,-67.0,-170.0,-143.0,10.0,10.0,7.157213,143.0
K. Weinert; V. Petzoldt and D. Kötter,CIRP Annals-Manufacturing Technology,Turning and drilling of NiTi shape memory alloys,2004.0,Ni48.75Ti45.25Nb6.0 %,,,,,,,,,,6.0,48.75,,,,,,45.25,,,-3.0,-24.0,-102.0,-82.0,,,6.9022675,99.0
W. Cai; X. Lu and L. Zhao,Materials Science and Engineering: A,Damping behavior of TiNi-based shape memory alloys,2005.0,Ni47.0Ti44.0Nb9.0 %,,,,,,,,,,9.0,47.0,,,,,,44.0,,,-15.0,-56.0,-125.0,-88.0,10.0,10.0,6.95014,110.0
X. He; L. Rong; D. Yan and Y. Li,Scripta Materialia,Temperature memory effect of Ni47Ti44Nb9 wide hysteresis shape memory alloy,2005.0,Ni47.14835164835166Ti43.85164835164835Nb9.0 %,,,,,,,,,,9.0,47.14835165,,,,,,43.85164835,,,-4.0,-31.0,-92.0,-67.0,10.0,10.0,6.956668956,88.0
