Authors,Source,Title,Year,Cooling Rate (°C/min),Heating Rate (°C/min),Ni (at.%),composition,Ti (at.%),Cu (at.%)
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Cu-Content Dependence of Shape Memory Characteristics in Ti-Ni-Cu Alloys,1990.0,1.5,1.5,35.0,Ni35.0Ti50.0Cu15.0 %,50.0,15.0
Y. Shugo; T. Shimizu; K. Morii; T. Yamada and K. Kusaka,International Conference on Martensitic Transformations,Effects of Heat Treatment and Thermal Cycle on Helical Spring Properties in NiTiCu Alloy,1992.0,10.0,10.0,39.8,Ni39.8Ti50.2Cu10.0 %,50.2,10.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,41.6,Ni41.6Ti50.4Cu8.0 %,50.4,8.0
H. Rösner; A. V. Shelyakov; A. M. Glezer; K. Feit and P. Schloßmacher,Materials Science and Engineering: A,A study of an amorphous-crystalline structured Ti–25Ni–25Cu (at.%) shape memory alloy,1999.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
H. Rösner; P. Schloßmacher; A. Shelyakov and A. Glezer,Acta Materialia,The influence of coherent TiCu plate-like precipitates on the thermoelastic martensitic transformation in Melt Spun Ti 50 Ni 25 Cu 25 shape memory alloys,2001.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
J. Uchil; K. K. Mahesh and K. Ganesh Kumara,Journal of Materials Science,Dilatometric study of martensitic transformation in NiTiCu and NiTi shape memory alloys,2001.0,2.0,2.0,44.56,Ni44.56Ti50.38Cu5.06 %,50.38,5.06
A. Ishida; M. Sato; K. Ogawa and K. Yamada,Materials Science and Engineering: A,Shape memory behavior of Ti–Ni–Cu thin films,2006.0,10.0,10.0,36.8,Ni36.8Ti51.6Cu11.6 %,51.6,11.6
T.-H. Nam; J.-H. Lee; J.-M. Nam; K.-W. Kim; G.-B. Cho and Y.-W. Kim,Materials Science and Engineering: A,Microstructures and mechanical properties of Ti–45at.%Ni–5at.%Cu alloy ribbons containing Ti2Ni particles,2008.0,1.0,1.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
C. Grossmann; J. Frenzel; V. Sampath; T. Depka and G. Eggeler,Metallurgical and Materials Transactions A,Elementary Transformation and Deformation Processes and the Cyclic Stability of NiTi and NiTiCu Shape Memory Spring Actuators,2009.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
C. Grossmann; J. Frenzel; V. Sampath; T. Depka and G. Eggeler,Metallurgical and Materials Transactions A,Elementary Transformation and Deformation Processes and the Cyclic Stability of NiTi and NiTiCu Shape Memory Spring Actuators,2009.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
A. Ishida and M. Sato,Intermetallics,Shape memory behaviour of Ti51.5Ni(48.5−x)Cux (x=23.4–37.3) thin films with submicron grain sizes,2011.0,10.0,10.0,11.3,Ni11.3Ti51.4Cu37.3 %,51.4,37.3
A. Fabregat-Sanjuan; F. Ferrando; C. Urbina and S. De la Flor,Materials Science Forum,TiNiCu Martensitic Transformation Characterization at Low Stress Levels Through Thermomechanical Cycling,2013.0,0.5,0.5,44.6,Ni44.6Ti50.4Cu5.0 %,50.4,5.0
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,42.1,Ni42.1Ti51.5Cu6.4 %,51.5,6.4
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,36.0,Ni36.0Ti48.5Cu15.5 %,48.5,15.5
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,11.3,Ni11.299999999999997Ti51.5Cu37.2 %,51.5,37.2
K. Tsuji and K. Nomura,Scripta Metallurgica et Materialia,The influence of cold working on transformation properties of NiTiCu alloys,1990.0,10.0,10.0,40.5,Ni40.5Ti50.5Cu9.0 %,50.5,9.0
Y. Shugo; T. Shimizu; K. Morii; T. Yamada and K. Kusaka,International Conference on Martensitic Transformations,Effects of Heat Treatment and Thermal Cycle on Helical Spring Properties in NiTiCu Alloy,1992.0,10.0,10.0,37.8,Ni37.8Ti50.2Cu12.0 %,50.2,12.0
T. Hashinaga; S. Miyazaki; T. Ueki and H. Horikawa,Journal de Physique IV,Transformation and deformation behavior in sputter-deposited Ti-Ni-Cu thin films,1995.0,10.0,10.0,26.6,Ni26.6Ti55.4Cu18.0 %,55.4,18.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,41.2,Ni41.2Ti50.8Cu8.0 %,50.8,8.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,5.0,5.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
V. Saravanan; A. Khantachawana and S. Miyazaki,Materials Transactions,Texture analysis and properties of rapidly solidified Ti52Ni38Cu10 shape memory alloy,2004.0,10.0,10.0,38.0,Ni38.0Ti52.0Cu10.0 %,52.0,10.0
G. P. Cheng and Z. L. Xie,Journal of Alloys and Compounds,Some results on shape memory properties of Ti50Ni25Cu25 Melt Spun ribbons,2005.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y.-W. Kim and T.-H. Nam,Materials Science and Engineering: A,The effect of rapidly solidified microstructures on martensitic transformation behaviours in Ti 50 Ni 30 Cu 20 alloys,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
Y. Tong; Y. Liu and Z. Xie,Journal of Alloys and Compounds,Characterization of a rapidly annealed Ti50Ni25Cu25 Melt Spun ribbon,2008.0,5.0,5.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
C. Grossmann; J. Frenzel; V. Sampath; T. Depka and G. Eggeler,Metallurgical and Materials Transactions A,Elementary Transformation and Deformation Processes and the Cyclic Stability of NiTi and NiTiCu Shape Memory Spring Actuators,2009.0,10.0,10.0,42.5,Ni42.5Ti50.0Cu7.5 %,50.0,7.5
N. G. Jones; S. L. Raghunathan and D. Dye,Metallurgical and Materials Transactions A,In-Situ Synchrotron Characterization of Transformation Sequences in TiNi-Based Shape Memory Alloys during Thermal Cycling,2010.0,1.0,1.0,41.0,Ni41.0Ti50.0Cu9.0 %,50.0,9.0
D. Konig; M. Ehmann; S. Thienhaus and A. Ludwig,Journal of Microelectromechanical Systems,Micro-to nanostructured devices for the characterization of scaling effects in shape-memory thin films,2010.0,5.0,5.0,32.0,Ni32.0Ti52.0Cu16.0 %,52.0,16.0
Y. Tong and Y. Liu,Materials Chemistry and Physics,Effect of precipitation on two-way shape memory effect of Melt Spun Ti50Ni25Cu25 ribbon,2010.0,5.0,5.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. Nespoli; E. Villa and S. Besseghini,Journal of Alloys and Compounds,Characterization of the martensitic transformation in Ni50−xTi50Cux alloys through pure thermal measurements,2011.0,1.0,1.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
A. Nespoli; E. Villa and S. Besseghini,Journal of Alloys and Compounds,Characterization of the martensitic transformation in Ni50−xTi50Cux alloys through pure thermal measurements,2011.0,5.0,5.0,41.0,Ni41.0Ti50.0Cu9.0 %,50.0,9.0
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,29.3,Ni29.299999999999997Ti55.0Cu15.7 %,55.0,15.7
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,27.6,Ni27.599999999999994Ti45.0Cu27.4 %,45.0,27.4
T. H. Nam; T. Saburi; Y. Kawamura; K. Shimizu; rsquo and ichi,Materials Transactions,Shape Memory Characteristics Associated with the B2-B19 and B19-B19 Transformations in a Ti-40Ni-10Cu (at.%) Alloy,1990.0,1.5,1.5,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Cu-Content Dependence of Shape Memory Characteristics in Ti-Ni-Cu Alloys,1990.0,10.0,10.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Effect of thermo-mechanical treatment on shape memory characteristics in a Ti-40Ni-10Cu (at%) alloy,1991.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
Y. Shugo; T. Shimizu; K. Morii; T. Yamada and K. Kusaka,International Conference on Martensitic Transformations,Effects of Heat Treatment and Thermal Cycle on Helical Spring Properties in NiTiCu Alloy,1992.0,10.0,10.0,42.8,Ni42.8Ti50.2Cu7.0 %,50.2,7.0
Y. Shugo; T. Shimizu; K. Morii; T. Yamada and K. Kusaka,International Conference on Martensitic Transformations,Effects of Heat Treatment and Thermal Cycle on Helical Spring Properties in NiTiCu Alloy,1992.0,10.0,10.0,39.8,Ni39.8Ti50.2Cu10.0 %,50.2,10.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,41.4,Ni41.4Ti50.6Cu8.0 %,50.6,8.0
T. Nam; I. Ahn; S. Hur and S. Kang,Advances in Powder Metallurgy and Particulate Materials,Martensitic Transformation Behaviors of Ti-Ni-Cu Shape Memory Alloy Powders Fabricated by Ball Milling Method,1999.0,20.0,20.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
T. Nam; I. Ahn; S. Hur and S. Kang,Advances in Powder Metallurgy and Particulate Materials,Martensitic Transformation Behaviors of Ti-Ni-Cu Shape Memory Alloy Powders Fabricated by Ball Milling Method,1999.0,20.0,20.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,5.0,5.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
G. P. Cheng and Z. L. Xie,Journal of Alloys and Compounds,Some results on shape memory properties of Ti50Ni25Cu25 Melt Spun ribbons,2005.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
G. P. Cheng and Z. L. Xie,Journal of Alloys and Compounds,Some results on shape memory properties of Ti50Ni25Cu25 Melt Spun ribbons,2005.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
C. Grossmann; J. Frenzel; V. Sampath; T. Depka and G. Eggeler,Metallurgical and Materials Transactions A,Elementary Transformation and Deformation Processes and the Cyclic Stability of NiTi and NiTiCu Shape Memory Spring Actuators,2009.0,10.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
C. Grossmann; J. Frenzel; V. Sampath; T. Depka and G. Eggeler,Metallurgical and Materials Transactions A,Elementary Transformation and Deformation Processes and the Cyclic Stability of NiTi and NiTiCu Shape Memory Spring Actuators,2009.0,10.0,10.0,42.5,Ni42.5Ti50.0Cu7.5 %,50.0,7.5
N. G. Jones; S. L. Raghunathan and D. Dye,Metallurgical and Materials Transactions A,In-Situ Synchrotron Characterization of Transformation Sequences in TiNi-Based Shape Memory Alloys during Thermal Cycling,2010.0,1.0,1.0,41.0,Ni41.0Ti50.0Cu9.0 %,50.0,9.0
N. G. Jones; S. L. Raghunathan and D. Dye,Metallurgical and Materials Transactions A,In-Situ Synchrotron Characterization of Transformation Sequences in TiNi-Based Shape Memory Alloys during Thermal Cycling,2010.0,1.0,1.0,41.0,Ni41.0Ti50.0Cu9.0 %,50.0,9.0
M. Valeanu; M. Lucaci; A. D. Crisan; M. Sofronie; L. Leonat and V. Kuncser,Journal of Alloys and Compounds,Martensitic transformation of Ti50Ni30Cu20 alloy prepared by powder metallurgy,2011.0,10.0,10.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,30.9,Ni30.900000000000006Ti53.5Cu15.6 %,53.5,15.6
N. G. Jones and D. Dye,Intermetallics,Influence of applied stress on the transformation behaviour and martensite evolution of a Ti–Ni–Cu shape memory alloy,2013.0,1.0,1.0,41.0,Ni41.0Ti50.0Cu9.0 %,50.0,9.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,43.0,Ni43.0Ti52.0Cu5.0 %,52.0,5.0
Y. Furuya; M. Matsumoto; H. S. Kimura and T. Masumoto,Materials Science and Engineering: A,Thermoelastic phase transformation of Melt Spun Ti50Ni50−xCux (x = 0–20 at.%) ribbons,1991.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
Y. Furuya; M. Matsumoto; H. S. Kimura and T. Masumoto,Materials Science and Engineering: A,Thermoelastic phase transformation of Melt Spun Ti50Ni50−xCux (x = 0–20 at.%) ribbons,1991.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
K. Tsuji and K. Nomura,Journal of Materials Science,Effects of Ni-Ti-Cu alloy composition and heat treatment temperature after cold working on phase transformation characteristics,1992.0,10.0,10.0,41.3,Ni41.3Ti49.5Cu9.2 %,49.5,9.2
T. Fukuda; T. Kakeshita; M. Kitayama and T. Saburi,Journal de Physique IV,Effect of aging on martensitic transformation in a shape memory Ti-40.5 Ni-10Cu alloy,1995.0,10.0,10.0,40.5,Ni40.5Ti49.5Cu10.0 %,49.5,10.0
T. Hashinaga; S. Miyazaki; T. Ueki and H. Horikawa,Journal de Physique IV,Transformation and deformation behavior in sputter-deposited Ti-Ni-Cu thin films,1995.0,10.0,10.0,42.6,Ni42.6Ti52.4Cu5.0 %,52.4,5.0
S. Miyazaki; T. Hashinaga and A. Ishida,Thin Solid Films,Martensitic transformations in sputter-deposited Ti−Ni−Cu shape memory alloy thin films,1996.0,10.0,10.0,32.7,Ni32.7Ti53.6Cu13.7 %,53.6,13.7
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,41.0,Ni41.0Ti51.0Cu8.0 %,51.0,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,41.0,Ni41.0Ti51.0Cu8.0 %,51.0,8.0
G. P. Cheng and Z. L. Xie,Journal of Alloys and Compounds,Some results on shape memory properties of Ti50Ni25Cu25 Melt Spun ribbons,2005.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
M. Cai; Y. Q. Fu; S. Sanjabi; Z. Barber and J. Dickinson,Surface and Coatings Technology,Effect of composition on surface relief morphology in TiNiCu thin films,2007.0,10.0,10.0,46.3,Ni46.3Ti51.6Cu2.1 %,51.6,2.1
A. Ishida; M. Sato and K. Ogawa,Materials Science and Engineering: A,Microstructure and shape memory behavior of annealed Ti–36.8at.% Ni–11.6at.% Cu thin film,2008.0,10.0,10.0,36.8,Ni36.8Ti51.6Cu11.6 %,51.6,11.6
A. Nespoli; E. Villa and S. Besseghini,Journal of Alloys and Compounds,Characterization of the martensitic transformation in Ni50−xTi50Cux alloys through pure thermal measurements,2011.0,1.0,1.0,46.0,Ni46.0Ti50.0Cu4.0 %,50.0,4.0
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,34.8,Ni34.8Ti53.5Cu11.7 %,53.5,11.7
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,36.0,Ni36.0Ti48.5Cu15.5 %,48.5,15.5
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,45.2,Ni45.2Ti49.8Cu5.0 %,49.8,5.0
Y. Zhang; S. Jiang; C. Chen; L. Hu and X. Zhu,Intermetallics,Hot workability of a NiTiCu shape memory alloy with acicular martensite phase based on processing maps,2017.0,10.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Cu-Content Dependence of Shape Memory Characteristics in Ti-Ni-Cu Alloys,1990.0,1.5,1.5,37.5,Ni37.5Ti50.0Cu12.5 %,50.0,12.5
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Cu-Content Dependence of Shape Memory Characteristics in Ti-Ni-Cu Alloys,1990.0,10.0,10.0,35.0,Ni35.0Ti50.0Cu15.0 %,50.0,15.0
K. Tsuji and K. Nomura,Scripta Metallurgica et Materialia,The influence of cold working on transformation properties of NiTiCu alloys,1990.0,10.0,10.0,40.5,Ni40.5Ti50.5Cu9.0 %,50.5,9.0
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Effect of thermo-mechanical treatment on shape memory characteristics in a Ti-40Ni-10Cu (at%) alloy,1991.0,1.5,1.5,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
Y. Shugo; T. Shimizu; K. Morii; T. Yamada and K. Kusaka,International Conference on Martensitic Transformations,Effects of Heat Treatment and Thermal Cycle on Helical Spring Properties in NiTiCu Alloy,1992.0,10.0,10.0,42.8,Ni42.8Ti50.2Cu7.0 %,50.2,7.0
T. Fukuda; T. Kakeshita; M. Kitayama and T. Saburi,Journal de Physique IV,Effect of aging on martensitic transformation in a shape memory Ti-40.5 Ni-10Cu alloy,1995.0,10.0,10.0,40.5,Ni40.5Ti49.5Cu10.0 %,49.5,10.0
P. Krulevitch; P. B. Ramsey; D. M. Makowiecki; A. P. Lee; M. A. Northrup and G. C. Johnson,Thin Solid Films,Mixed-sputter deposition of Ni-Ti-Cu shape memory films,1996.0,2.0,2.0,42.0,Ni42.0Ti51.0Cu7.0 %,51.0,7.0
Z. Xie; J. Van Humbeeck; Y. Liu and L. Delaey,Scripta Materialia,TEM study of Ti50Ni25Cu25 melt spun ribbons,1997.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,5.0,5.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
W. Tang; R. Sandstrom; Z. G. Wei and S. Miyazaki,Metallurgical and Materials Transactions A,Experimental investigation and thermodynamic calculation of the Ti-Ni-Cu shape memory alloys,2000.0,10.0,10.0,37.0,Ni37.0Ti50.0Cu13.0 %,50.0,13.0
Y. Fu and H. Du,Materials Science and Engineering: A,RF magnetron sputtered TiNiCu shape memory alloy thin film,2003.0,10.0,10.0,46.1,Ni46.1Ti51.6Cu2.3 %,51.6,2.3
G. P. Cheng and Z. L. Xie,Journal of Alloys and Compounds,Some results on shape memory properties of Ti50Ni25Cu25 Melt Spun ribbons,2005.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
G. P. Cheng and Z. L. Xie,Journal of Alloys and Compounds,Some results on shape memory properties of Ti50Ni25Cu25 Melt Spun ribbons,2005.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. Ishida and M. Sato,Philosophical Magazine,Microstructure and shape memory behaviour of annealed Ti51.5Ni(48.5- x )Cu x ( x  = 6.5–20.9) thin films,2007.0,10.0,10.0,41.6,Ni41.6Ti51.9Cu6.5 %,51.9,6.5
K. N. Lin and S. K. Wu,Scripta Materialia,Annealing effect on martensitic transformation of severely cold-rolled Ti50Ni40Cu10 shape memory alloy,2007.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
Y. Tong; Y. Liu and Z. Xie,Journal of Alloys and Compounds,Characterization of a rapidly annealed Ti50Ni25Cu25 Melt Spun ribbon,2008.0,5.0,5.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
C. Grossmann; J. Frenzel; V. Sampath; T. Depka and G. Eggeler,Metallurgical and Materials Transactions A,Elementary Transformation and Deformation Processes and the Cyclic Stability of NiTi and NiTiCu Shape Memory Spring Actuators,2009.0,10.0,10.0,42.5,Ni42.5Ti50.0Cu7.5 %,50.0,7.5
K. Hori; T. Namazu and S. Inoue,Thin Solid Films,Effect of Cu content on the shape memory behavior of Ti–Ni–Cu alloy thin films prepared by triple-source dc magnetron sputtering,2010.0,5.0,5.0,32.9,Ni32.9Ti48.1Cu19.0 %,48.1,19.0
N. G. Jones; S. L. Raghunathan and D. Dye,Metallurgical and Materials Transactions A,In-Situ Synchrotron Characterization of Transformation Sequences in TiNi-Based Shape Memory Alloys during Thermal Cycling,2010.0,1.0,1.0,41.0,Ni41.0Ti50.0Cu9.0 %,50.0,9.0
N. G. Jones; S. L. Raghunathan and D. Dye,Metallurgical and Materials Transactions A,In-Situ Synchrotron Characterization of Transformation Sequences in TiNi-Based Shape Memory Alloys during Thermal Cycling,2010.0,1.0,1.0,41.0,Ni41.0Ti50.0Cu9.0 %,50.0,9.0
N. G. Jones; S. L. Raghunathan and D. Dye,Metallurgical and Materials Transactions A,In-Situ Synchrotron Characterization of Transformation Sequences in TiNi-Based Shape Memory Alloys during Thermal Cycling,2010.0,1.0,1.0,41.0,Ni41.0Ti50.0Cu9.0 %,50.0,9.0
A. Terayama and H. Kyogoku,Materials Science and Engineering: A,Shape memory characteristics of the P/M-processed Ti–Ni–Cu alloys,2010.0,10.0,10.0,45.2,Ni45.2Ti49.8Cu5.0 %,49.8,5.0
A. Nespoli; E. Villa and S. Besseghini,Journal of Alloys and Compounds,Characterization of the martensitic transformation in Ni50−xTi50Cux alloys through pure thermal measurements,2011.0,5.0,5.0,43.0,Ni43.0Ti50.0Cu7.0 %,50.0,7.0
A. Nespoli; E. Villa and S. Besseghini,Journal of Alloys and Compounds,Characterization of the martensitic transformation in Ni50−xTi50Cux alloys through pure thermal measurements,2011.0,5.0,5.0,42.0,Ni42.0Ti50.0Cu8.0 %,50.0,8.0
T. Goryczka and J. Lelątko,Solid State Phenomena,Martensitic transformation in Ti50Ni25Cu25 shape memory alloy studied by EBSD,2012.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
